list of time cuts for anasum analysis
=====================================
allows to remove intervalls of arbitrary lengths from a run

---------------------------
VTimeMask settings per run.
Format is:

< run_number >	< mask_start_seconds >	< mask_width_seconds >	< mask_mode_boolean >

The mask mode is 1 for open 0 for closed.
The default mask is open for the entire run.

- Successive masks for a given run modify those already given.
  e.g. to cut out two bands of two minutes each, separated by a window of two minutes you could use:
999	600	360	0
999	720	120	1

  or equally
999	600	120	0
999	840	120	0

- If you want to be certain to kill the end of a run (run durations can be several seconds over 1200)
  you can safely overlap.
  e.g. cut the last two minutes and overrun by 10 seconds
999	1080	130	0

- Put an asterisk (*) as the first character on a line to use it.
========================================================================================

* 33081 0 240 0
* 33479 371 120 0
* 33479 692 100 0
* 33479 932 120 0
* 33481 210 101 0
* 33528 438 282 0
* 33601 295 60 0
* 33601 42 60 0
* 33624 600 250 0
* 33649 0 120 0
* 33649 840 240 0
* 34951 110 100 0
* 35060 540 60 0
* 35075 1020 75 0
* 35265 1020 288 0
* 35317 600 600 0
* 35395 250 30 0
* 35433 750 150 0
* 35442 60 60 0
* 35702 130 30 0
* 35702 770 30 0
* 35725 0 500 0
* 35754 780 422 0
* 35801 1140 62 0
* 35889 1080 120 0
* 35903 1140 60 0
* 36433 480 180 0
* 36438 1140 64 0
* 36454 450 90 0
* 36474 180 120 0
* 36474 720 483 0
* 36478 600 600 0
* 36553 600 269 0
* 36584 0 300 0
* 36826 960 242 0
* 36853 130 15 0
* 36853 320 80 0
* 36884 300 60 0
* 36889 600 60 0
* 36911 600 110 0
* 36941 1020 60 0
* 36972 0 300 0
* 37010 420 47 0
* 37017 540 60 0
* 37023 0 475 0
* 37047 600 900 0
* 37298 360 429 0
* 37451 990 120 0
* 37470 420 96 0
* 37487 300 540 0
* 37488 0 300 0
* 37516 1020 200 0
* 37584 120 300 0
* 37587 240 540 0
* 37597 1080 123 0
* 37602 960 127 0
* 37645 0 60 0
* 37672 0 480 0
* 37674 0 120 0
* 37674 900 60 0
* 37674 960 120 0
* 37675 840 60 0
* 37718 960 60 0
* 37749 0 300 0
* 37816 0 600 0
* 37847 750 87 0
* 37918 30 30 0
* 37935 1020 180 0
* 37977 0 60 0
* 37977 180 480 0
* 37977 750 90 0
* 38032 780 240 0
* 38047 324 91 0
* 38048 360 420 0
* 38049 870 108 0
* 38063 120 60 0
* 38108 480 300 0
* 38201 1080 90 0
* 38362 960 250 0
* 38477 0 60 0
* 38683 1020 60 0
* 38713 780 120 0
* 38775 1140 62 0
* 38791 600 480 0
* 38798 360 240 0
* 38809 150 30 0
* 38809 600 144 0
* 38864 0 60 0
* 38936 0 60 0
* 38942 1112 90 0
* 38943 0 240 0
* 38944 400 686 0
* 38961 720 120 0
* 38962 615 50 0
* 38988 1050 150 0
* 39010 360 360 0
* 39012 600 600 0
* 39070 900 300 0
* 39071 0 180 0
* 39854 465 15 0
* 40147 600 60 0
* 40481 210 25 0
* 40490 0 120 0
* 40504 35 15 0
* 40598 900 300 0
* 40640 390 30 0
* 40676 200 40 0
* 40686 975 30 0
* 40692 840 360 0
* 40703 180 60 0
* 40703 360 120 0
* 40704 420 180 0
* 40706 960 242 0
* 40707 0 510 0
* 40708 960 243 0
* 40799 0 300 0
* 40929 0 60 0
* 40954 500 35 0
* 40970 690 16 0
* 41051 180 60 0
* 41202 510 90 0
* 41263 0 60 0
* 41531 1140 62 0
* 41561 600 424 0
* 41709 0 600 0
* 41837 500 200 0
* 41837 880 322 0
* 41851 840 240 0
* 41938 600 600 0
* 41976 60 840 0
* 42012 960 240 0
* 42014 750 70 0
* 42023 600 240 0
* 42255 300 124 0
* 42571 900 303 0
* 42577 968 119 0
* 42607 540 660 0
* 42608 0 720 0
* 42667 1060 29 0
* 42681 0 600 0
* 42682 600 603 0
* 42722 0 120 0
* 42743 810 156 0
* 42782 0 480 0
* 42783 1050 153 0
* 43023 0 60 0
* 43111 0 280 0
* 43113 720 180 0
* 43143 840 240 0
* 43164 740 81 0
* 43178 600 603 0
* 43345 330 55 0
* 43671 0 20 0
* 43684 710 23 0
* 43687 0 60 0
* 43722 1130 30 0
* 43761 780 157 0
* 43767 0 60 0
* 43780 420 120 0
* 43785 0 40 0
* 43803 1165 38 0
* 43814 1080 49 0
* 43814 480 30 0
* 43827 0 40 0
* 43863 315 98 0
* 43961 270 60 0
* 43961 450 30 0
* 43967 270 90 0
* 43967 870 90 0
* 43969 510 60 0
* 44043 930 2 0
* 44152 480 450 0
* 44154 0 600 0
* 44158 0 300 0
* 44229 540 120 0
* 44279 600 120 0
* 44345 900 60 0
* 44431 370 70 0
* 44475 1035 128 0
* 44594 900 200 0
* 44626 0 60 0
* 44678 900 300 0
* 44714 360 572 0
* 44730 60 60 0
* 44732 240 120 0
* 44795 900 60 0
* 44805 180 120 0
* 44878 604 116 0
* 44887 0 120 0
* 45063 0 120 0
* 45239 0 600 0
* 45241 600 603 0
* 45303 180 120 0
* 45702 0 300 0
* 45702 930 150 0
* 45748 480 120 0
* 45819 0 900 0
* 45825 645 75 0
* 46015 660 542 0
* 46089 660 542 0
* 46090 0 180 0
* 46090 780 420 0
* 46120 0 120 0
* 46253 900 167 0
* 46328 0 60 0
* 46328 720 200 0
* 46329 840 400 0
* 46330 0 360 0
