#
#   VizieR Astronomical Server: webviz.u-strasbg.fr 	2008-08-29T15:29:14
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx5797	
#INFO	-out.max=50000	
#INFO	CatalogsExamined=3	
#  3 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34690807
#Name: J/A+A/469/807
#Title: Catalogue of Galactic low-mass X-ray binaries (Liu+, 2007)
#Table	J_A_A_469_807_lmxb:
#Name: J/A+A/469/807/lmxb
#Title: LMXB catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(F10.6)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	Name	(a24)	Source name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#_RAJ2000	_DEJ2000	Name	RAJ2000	DEJ2000
#deg	deg		"h:m:s"	"d:m:s"
#----------	----------	------------------------	------------	------------
* V 5
007.262750	+59.571944	IGR J00291+5934         	
011.210000	+33.021389	4U 0042+32              	
065.428292	+32.907528	GRO J0422+32            	
078.526708	-40.043950	4U 0513-40              	
080.116833	-71.964806	2A 0521-720             	
083.178333	-69.438333	RX J0532.7-6926         	
093.094167	+70.212056	Swift J061223.0+701243.9	
094.280833	 +9.137111	4U 0614+091             	
095.685429	 -0.345756	1A 0620-00              	
117.138750	-67.750000	EXO 0748-676            	
129.348333	-42.900556	1M 0836-425             	
130.166667	+22.805000	SAX J0840.7+2248        	
140.112292	-55.206861	4U 0919-54              	
140.646667	-63.294028	2S 0921-630             	
142.334125	-31.384222	XTE J0929-314           	
153.401250	-45.075556	GRS 1009-45             	
169.545208	+48.036917	XTE J1118+480           	
171.611250	-68.675722	GS 1124-684             	
173.025000	-53.183333	IGR J11321-5311         	
192.414017	-59.087411	1A 1246-588             	
194.405000	-69.289111	4U 1254-69              	
201.651292	-62.136083	4U 1323-62              	
201.112500	-63.223333	SAX J1324.5-6313        	
209.541333	-64.734694	GS 1354-64              	
224.591667	-31.668889	4U 1456-32              	
230.170417	-57.166944	3A 1516-569             	
232.071667	-61.882778	1A 1524-61              	
234.576000	-55.938000	AX J1538.3-5541         	
236.785833	-47.669444	4U 1543-47              	
236.976208	-62.569778	4U 1543-624             	
237.744917	-56.476389	XTE J1550-564           	
240.259583	-60.738333	4U 1556-60              	
241.440917	+25.862528	1E 1603.6+2600          	
240.975000	-77.885000	SAX J1603.9-7753        	
243.179167	-52.423056	4U 1608-52              	
244.401083	-51.040278	1E 161348-5055.1        	
244.979458	-15.640222	H 1617-155              	
247.011771	-49.198503	4U 1624-49              	
248.070000	-67.461944	4U 1626-67              	
248.506708	-47.393000	4U 1630-47              	
249.118333	-47.826944	GRS 1632-477            	
250.231250	-53.751389	4U 1636-536             	
251.448750	-45.610972	4U 1642-45              	
252.504083	-49.962111	XTE J1650-500           	
253.500571	-39.845806	GRO J1655-40            	
254.457625	+35.342389	2A 1655+353             	
255.527083	-29.945583	MXB 1659-298            	
255.706250	-48.789722	4U 1659-487             	
256.643833	+23.971833	4U 1700+24              	
255.243542	-46.185722	XTE J1701-462           	
256.435417	-36.423056	3A 1702-363             	
256.563808	-43.035747	4U 1702-429             	
257.060833	-25.091389	4U 1705-250             	
257.226125	-32.332528	4U 1705-32              	
257.226958	-44.102042	4U 1705-44              	
258.099292	-40.842778	4U 1708-40              	
257.376667	-26.655528	XTE J1709-267           	
257.441375	-36.466167	IGR J17098-3628         	
257.551250	-28.131667	XTE J1710-281           	
258.582417	-34.046472	2S 1711-339             	
257.904583	-38.118250	SAX J1711.6-3808        	
258.154583	-37.642778	SAX J1712.6-3739        	
259.697500	-32.177778	1H 1715-321             	
259.600583	-40.492500	1RXS J171824.2-402934   	
259.903875	-25.017611	GRO J1719-24            	
259.909292	-42.896667	SAX J1719.6-4254        	
259.995808	-31.750347	XTE J1720-318           	
260.911250	-37.661667	XTE J1723-376           	
261.888750	-30.801944	4U 1724-307             	
261.913750	-35.734444	X1724-356               	
261.356250	-32.954861	IGR J17254-3257         	
261.705333	-47.640250	IGR J17269-4737         	
262.934167	-16.961667	4U 1728-16              	
263.009000	-24.745556	3A 1728-247             	
262.990542	-33.834028	4U 1728-34              	
262.125000	-29.366667	IGR J17285-2922         	
263.487500	-22.035278	4U 1730-220             	
263.467917	-31.206944	GRS 1730-312            	
263.352542	-33.388833	MXB 1730-335            	
263.556125	-26.088556	KS 1731-260             	
263.946958	-30.481333	SLX 1732-304            	
264.571333	-26.994056	SLX 1735-269            	
264.008333	-27.428056	GRO J1735-27            	
264.641667	-28.478333	4U 1735-28              	
264.742917	-44.450000	4U 1735-444             	
265.179167	-28.303306	SLX 1737-282            	
265.037500	-31.040000	GRS 1737-31             	
265.666792	-27.747972	GRS 1739-278            	
264.974792	-28.496333	XTE J1739-285           	
265.683333	-30.514167	KS 1739-304             	
265.945833	-29.433333	GC X-4                  	
265.978458	-29.745167	1E 1740.7-2942          	
266.212750	-29.354667	KS 1741-293             	
266.105833	-29.012500	GRS 1741.2-2859         	
266.259708	-28.913806	GRS 1741.9-2853         	
266.404167	-29.018611	1A 1742-289             	
266.521671	-29.514806	1A 1742-294             	
266.370833	-32.693333	GPS 1742-326            	
266.362500	-28.983333	1E 1742.2-2857          	
266.404167	-29.452778	GC X-2                  	
266.428750	-28.781389	1E 1742.5-2845          	
266.420667	-29.003944	2E 1742.5-2858          	
266.470417	-29.056111	1E 1742.7-2902          	
266.497917	-28.916944	1E 1742.8-2853          	
266.520000	-28.886944	1E 1742.9-2852          	
266.558750	-28.862472	1E 1742.9-2849          	
266.564875	-32.233639	H1743-322               	
265.750000	-36.358333	XTE J1743-363           	
266.587892	-28.728417	1E 1743.1-2843          	
266.581250	-28.895278	1E 1743.1-2852          	
266.137875	-28.740833	GRO J1744-28            	
266.857917	-29.999389	SLX 1744-299            	
266.855833	-30.044639	SLX 1744-300            	
266.983333	-26.563611	GX 3+1                  	
267.054783	-36.132506	1A 1744-361             	
267.021650	-24.779833	EXO 1745-248            	
266.400833	-29.026111	AX J1745.6-2901         	
266.416792	-29.008611	CXOGC J174540.0-290031  	
267.451250	-33.207222	SLX 1746-331            	
267.553033	-37.051814	4U 1746-37              	
267.516250	-32.430667	1E 1746.7-3224          	
267.602167	-21.422194	EXO 1747-214            	
267.695258	-31.274683	GRS 1747-312            	
266.760833	-28.883028	SAX J1747.0-2853        	
266.817375	-28.180056	XMMU J174716.0-281045   	
266.825333	-27.344083	IGR J17473-2721         	
267.021083	-28.473833	XTE J1748-288           	
267.217346	-20.359000	SAX J1748.9-2021        	
267.408487	-28.354825	IGR J17497-2821         	
267.600000	-29.038333	SAX J1750.8-2900        	
267.806208	-30.623167	XTE J1751-305           	
268.100000	-31.628333	SAX J1752.3-3138        	
268.066667	-28.506111	1RXS J175229.0-282951   	
